SeniorCitizen,Partner_Num,Dependents_Num,PhoneService_Num,PaperlessBilling_Num,Gender_Num,Churn_Num,MultipleLines_Encoded,InternetService_Encoded,OnlineSecurity_Encoded,OnlineBackup_Encoded,DeviceProtection_Encoded,TechSupport_Encoded,StreamingTV_Encoded,StreamingMovies_Encoded,Contract_Encoded,PaymentMethod_Encoded,TenureGroup,ChargeGroup,HasMultipleLines,HasInternet,HasFiberOptic,HasDSL,HasOnlineSecurity,HasTechSupport,TotalServices,HasPartnerOrDependents,tenure_Scaled,MonthlyCharges_Scaled,ServiceCount_Scaled,AvgMonthlySpend_Scaled,TotalCharges_Scaled
0,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,1,1,13,1,-0.7120225807842822,-1.3186967660887494,1.8101878598202,-1.1421459193540375,-0.8376649493968582
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,1,3,2,0,0,0,0,0,1,1,13,0,-0.304440985577769,-1.494958026254202,1.8101878598202,-1.2716785113201599,-0.7760818324753732
1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,4,0,-1.2826368140734004,0.45223004595093735,-0.6767659918934866,-0.6515217430739423,-0.9741756623721701
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,3,0,0.6329966833972112,-0.6668626718919822,-0.6767659918934866,-0.5295309174323332,-0.08038230137918434
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.4816552896379414,1.8101878598202,-1.6037051673772393,-0.9998279420926883
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.5182378153326577,1.8101878598202,-1.621717235592779,-1.000313195879319
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,2,0,1,1,0,0,0,3,0,0.1846569286700467,0.5054409924159794,-0.9254613770648553,0.6658154277807482,0.3230621082235671
1,1,0,1,1,1,0,2,1,0,0,1,1,1,1,1,2,3,3,1,1,1,0,0,0,6,1,1.3666435547689346,1.4133527664757624,-0.1793752215507493,1.5108429320148005,2.1021127749629
0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,2,1,0,1,0,1,0,0,4,1,-0.2636828260571177,-0.5654293051929954,-0.42807060672211794,-0.4921119070317005,-0.48360614107892214
0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,3,3,2,0,1,0,1,0,0,5,1,1.2443690762069808,0.19781520816495402,-0.42807060672211794,0.34037010434088527,0.9537596889015554
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,-0.9158133783875386,-1.1756923474639485,-0.6767659918934866,-1.176179052376994,-0.8961821446664499
0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,2,0,1,0,1,0,0,6,0,-1.2418786545527492,0.19615236608792155,-0.1793752215507493,-0.3324898075593093,-0.9439796426495651
1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,3,1,1,0,1,0,1,0,0,5,1,-0.5897481022223282,-0.19128983786066717,-0.42807060672211794,-0.1934205536016905,-0.5627686792706161
0,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,3,0,1,0,0,0,1,1,13,1,1.2851272357276322,-1.3070568715495217,1.8101878598202,-1.072059450425145,-0.25225036980762683
1,0,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,4,0,-0.9565715379081899,0.6517710951948458,-0.6767659918934866,0.561017939981245,-0.6724139780588332
0,0,1,1,0,0,0,1,2,2,2,2,2,2,2,0,1,2,0,0,0,0,0,1,1,13,1,-0.18216650701581508,-1.483318131714974,1.8101878598202,-1.3315478984151679,-0.7726188849980548
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,-1.2826368140734004,0.35578520548304815,-0.6767659918934866,-0.6990081047330922,-0.9754549678096507
0,0,0,1,1,1,1,2,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,4,0,-1.1603623355114465,0.6916793050436275,-0.6767659918934866,0.2836320894619355,-0.8592807998922218
1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,3,2,2,0,1,0,1,0,0,5,0,0.22541508819069803,0.1761982611635309,-0.42807060672211794,0.1609736836696804,0.09289741442854703
0,1,0,1,0,1,0,2,1,0,0,1,0,0,1,1,0,3,2,1,1,1,0,0,0,4,1,1.3666435547689346,1.0126078259109133,-0.6767659918934866,1.1302921665003272,1.758663378979933
0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.2826368140734004,0.17952394531759586,-0.9254613770648553,-0.7857935243170555,-0.9777930087815982
0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,4,1,-0.5897481022223282,-0.4839500434183996,-0.6767659918934866,-0.36974922139591987,-0.6078972814272631
1,0,0,1,1,1,1,2,1,0,1,1,0,1,1,0,0,3,2,1,1,1,0,0,0,6,0,0.7552711619591651,1.0957499297625417,-0.1793752215507493,1.1582502577713214,1.158669128801482
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,13,1,-1.3233949735940518,-1.4966208683312343,1.8101878598202,-1.936109698991288,-1.0087830801550532
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.6169774095810051,-0.9254613770648553,-1.1779653731917583,-0.9883583071359647
0,0,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,13,1,-0.834297059346236,-1.51324928910156,1.8101878598202,-1.401289827360651,-0.915129099335345
0,0,0,1,1,0,1,2,1,0,0,1,0,1,1,0,0,2,3,1,1,1,0,0,0,5,0,0.34768956675265195,1.3784330828580786,-0.42807060672211794,1.5286402798978613,0.9513995909393063
0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,1,13,0,-0.834297059346236,-1.3253481343968798,1.8101878598202,-1.1395480248998733,-0.8692946734890535
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,1,3,0,0,0,0,0,1,1,13,1,0.9183038000417704,-1.4816552896379414,1.8101878598202,-1.3050732636673272,-0.5327711724607237
0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,-1.0380878569494927,0.34913383717491775,-0.9254613770648553,0.3753708278051722,-0.7596934886814393
0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,2,0,1,1,0,0,0,6,0,-0.834297059346236,0.8163924608210702,-0.1793752215507493,0.8240193276319211,-0.5254482516806617
0,1,1,1,0,0,0,2,0,1,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,7,1,1.4481598738102373,0.7698328826641581,0.06932016362061937,0.9884901201742812,1.70947629060783
1,0,0,1,1,0,1,2,1,0,1,0,0,1,0,0,3,0,2,1,1,1,0,0,0,4,0,-1.1196041759907953,0.608537201191999,-0.6767659918934866,0.4985215214758123,-0.8120126696763399
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,3,0,0.6737548429178625,-0.7001195134326337,-0.9254613770648553,-0.556680016615392,-0.0797205916701426
0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,3,2,1,0,1,0,1,0,0,5,0,0.30693140723200063,-0.09318215531574568,-0.1793752215507493,0.07001934432305544,0.09916159967414233
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,1,1,13,0,-0.6712644212636308,-1.4883066579460715,1.8101878598202,-1.3223508825772867,-0.8682359379545869
0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0,0,3,0,-0.9158133783875386,0.30922562732613645,-0.9254613770648553,0.48078236338475044,-0.6506657856216612
0,1,0,1,1,0,0,2,1,0,0,1,0,1,1,1,0,3,3,1,1,1,0,0,0,5,1,1.6111925118928425,1.213811717231854,-0.42807060672211794,1.3491973334527638,2.221749890357647
1,0,0,1,1,0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,4,0,-1.2418786545527492,0.638468358578585,-0.6767659918934866,0.09488744737303909,-0.9267090192435755
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,1,13,1,-0.38595730461907163,-1.4617011847135506,1.8101878598202,-1.3166037164265176,-0.8085056082184187
1,0,0,1,1,0,0,2,1,0,0,1,0,1,1,1,0,3,3,1,1,1,0,0,0,5,0,1.5704343523721913,1.3651303462418183,-0.42807060672211794,1.4852508190359333,2.30944848379598
0,1,0,1,1,0,1,2,1,0,1,1,0,1,1,0,0,0,2,1,1,1,0,0,0,6,1,-0.8750552188668873,1.1522865603816492,-0.1793752215507493,0.948413861677585,-0.5425203621739387
0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.6884796188934056,-0.9254613770648553,-1.213170779249404,-0.9893067577189246
0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,3,0,-0.6712644212636308,-0.3642254138720545,-0.9254613770648553,-0.3291827789921071,-0.6408063109569392
0,0,0,1,1,0,1,2,1,0,1,0,0,0,1,0,1,0,2,1,1,1,0,0,0,4,0,-1.2826368140734004,0.6850279367354971,-0.6767659918934866,-0.5368994907932358,-0.9710876837299753
0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,3,0,2,0,1,1,0,0,0,3,1,-0.834297059346236,0.6717252001192364,-0.9254613770648553,0.5825568467284985,-0.5677315020884293
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,3,1,0,1,0,1,0,0,5,0,0.877545640521119,-0.6901424609704381,-0.1793752215507493,-0.5250948874090022,0.036585918189094534
0,1,0,1,0,0,0,2,1,0,0,1,1,0,0,2,3,3,2,1,1,1,0,0,0,4,1,1.4481598738102373,0.8429979340535912,-0.6767659918934866,1.052920640866231,1.769361019276108
0,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,3,1,-1.1603623355114465,-0.46565878057104115,-0.9254613770648553,-0.3670948113431035,-0.9031080396210868
0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,5,1,-1.2826368140734004,-0.18796415370660197,-0.42807060672211794,-0.9667329368458849,-0.9826676036382059
0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,2,1,0,1,0,1,0,0,5,0,-0.2229246665364664,-0.3791909925653475,-0.42807060672211794,-0.2267761214847734,-0.36407931063568166
0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,13,0,-0.46747362366037426,-1.493295184177169,1.8101878598202,-1.316256376268091,-0.825092464925065
0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,2,0,1,1,0,0,0,5,0,-0.7935388998255847,0.6102000432690315,-0.42807060672211794,0.5448772554764107,-0.5409102018819373
1,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,3,3,2,1,1,0,1,0,0,5,0,1.2851272357276322,0.3258540480964622,-0.42807060672211794,0.5172347587803952,1.1392810343265591
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.3309685723314031,-0.9254613770648553,-1.0371437489611761,-0.9845645048041254
0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,2,2,3,1,0,1,0,1,0,0,5,1,0.9998201190830729,-0.24450078432570943,-0.1793752215507493,-0.09201834511851371,0.43195746934153684
0,1,0,1,1,0,1,2,1,1,1,1,0,1,1,0,0,1,3,1,1,1,0,0,0,7,1,-0.46747362366037426,1.2986166631605154,0.06932016362061937,1.4194939515433669,-0.014365729407119792
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,1,13,0,-0.5489899427016769,-1.5032722366393647,1.8101878598202,-1.3496531325007879,-0.8507888586261861
0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,2,2,0,1,1,0,0,0,6,1,-0.059892028453861136,0.9627225635999361,-0.1793752215507493,1.0725197407838978,0.2880797216055604
0,0,0,1,1,1,0,2,0,1,0,1,1,1,1,2,1,3,2,1,1,0,1,0,0,7,0,0.7960293214798164,0.8114039345899724,0.06932016362061937,0.938653462791777,1.0435757534088212
0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,1,0,2,2,1,1,1,0,0,0,4,0,0.5514803643559085,0.9743624581391643,-0.6767659918934866,1.1356621433605678,0.9359596977283322
1,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,-0.8750552188668873,-0.307688783252947,-0.6767659918934866,-0.35104769602380476,-0.7525690808140899
0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2,3,1,0,1,0,1,0,0,4,1,0.8367874810004677,-0.5371609898834416,-0.42807060672211794,-0.42285338210864953,0.09194896384558715
0,1,1,1,1,0,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,1,-0.8750552188668873,-1.5165749732556253,1.8101878598202,-1.4440527445576838,-0.9292455731282355
1,0,0,1,1,1,0,2,1,0,0,0,1,1,1,0,2,3,3,1,1,1,0,0,0,5,0,0.9998201190830729,1.331873504701167,-0.42807060672211794,1.4031527092623266,1.6000956757032299
1,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0,0,3,0,-1.2418786545527492,0.35245952132898317,-0.9254613770648553,-0.2069511502994879,-0.9389065348802451
1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2418786545527492,-0.3326314144084356,-0.9254613770648553,-0.7986203001675155,-0.9628163123669535
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,1,1,13,1,1.5704343523721913,-1.494958026254202,1.8101878598202,-1.3041635632524011,-0.3958854906502882
0,1,1,1,1,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,1,-1.2826368140734004,-1.5115864470245277,1.8101878598202,-1.6184423140990445,-1.0002249679181134
0,1,0,1,0,1,0,2,2,2,2,2,2,2,2,2,3,3,0,1,0,0,0,1,1,13,1,1.4481598738102373,-1.3236852923198472,1.8101878598202,-1.1628485254272012,-0.29007810817451324
0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,2,1,3,2,0,1,0,1,0,0,7,1,1.6111925118928425,0.6517710951948458,0.06932016362061937,0.770455898796305,1.652657483591446
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2418786545527492,-1.514912131178593,1.8101878598202,-1.4514213179185866,-0.9891964727674176
1,1,0,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,5,1,-1.2826368140734004,1.0059564576027828,-0.42807060672211794,-0.3788845287205478,-0.9668306846018068
0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,2,2,2,0,1,0,1,0,0,8,0,0.34768956675265195,0.49878962410784905,0.318015548791988,0.6532225748941262,0.45613193071186203
0,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,3,3,0,1,0,0,0,1,1,13,1,1.6111925118928425,-1.3070568715495217,1.8101878598202,-1.0982232779162375,-0.18486626443687584
0,1,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,1,-1.0788460164701439,0.35412236340601566,-0.9254613770648553,0.11305546423113719,-0.8155638451148639
0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,4,1,-1.1603623355114465,0.2959228907098757,-0.6767659918934866,0.19553670128047837,-0.8652141302832962
0,0,0,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,5,0,-0.834297059346236,1.0375504570664018,-0.42807060672211794,0.9561498140522073,-0.5023104688545021
0,1,0,1,1,0,0,2,0,1,1,0,1,0,1,1,0,3,1,1,1,0,1,0,0,6,1,1.0405782786037243,0.11799878846739095,-0.1793752215507493,0.2687728270234149,0.743534514338993
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.0380878569494927,-1.4700153950987134,1.8101878598202,-1.297909372899783,-0.9400093843953147
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,3,1,0,1,0,1,0,0,5,1,1.3258853952482834,-0.32265436194624025,-0.42807060672211794,-0.11349183767147475,0.6115895983560692
0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,3,0,-1.2826368140734004,0.19116383985682364,-0.9254613770648553,-0.7800624117030203,-0.9776386098494886
0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,1,3,3,0,0,0,0,0,1,1,13,1,0.9590619595624216,-1.493295184177169,1.8101878598202,-1.2887381563482505,-0.5117288037131963
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.1603623355114465,-1.524889183640788,1.8101878598202,-1.4550237315616943,-0.9763813614023094
0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,0,0,3,1,1.0405782786037243,-0.6901424609704381,-0.9254613770648553,-0.5966945616258708,0.05570932878040111
0,1,0,1,1,1,0,2,1,0,1,1,1,1,1,2,2,3,3,1,1,1,0,0,0,7,1,1.2036109166863296,1.4216669768609254,0.06932016362061937,1.657310905729072,2.0406840569735247
0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,3,0,-0.2636828260571177,-0.10981057608607138,-0.9254613770648553,-0.017308937134530862,-0.3109219640093282
0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,2,3,2,1,1,1,0,0,0,4,0,1.2036109166863296,0.8596263548239169,-0.6767659918934866,0.9678879484171132,1.4556223892291156
0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3,3,2,0,1,1,0,0,0,5,1,1.0405782786037243,1.1439723499964862,-0.42807060672211794,1.3091987334396669,1.5704069667575569
0,1,0,1,1,0,0,2,0,1,0,1,1,1,1,2,0,3,2,1,1,0,1,0,0,7,1,1.4481598738102373,0.8928831963645684,0.06932016362061937,1.1132219127182548,1.825407831631944
0,1,1,1,1,0,0,2,1,1,0,1,0,0,1,1,3,3,3,1,1,1,0,0,0,5,1,1.1628527571656782,1.192194770230431,-0.42807060672211794,1.243020341051448,1.6462830133943436
0,0,0,1,1,0,0,2,0,0,1,1,1,1,1,2,3,2,2,1,1,0,1,0,0,7,0,0.38844772627330326,0.45223004595093735,0.06932016362061937,0.6331042933258888,0.4793579414992273
0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,0,2,1,2,1,1,1,0,0,0,4,0,-0.5897481022223282,0.6467825689637479,-0.6767659918934866,0.7146807037530494,-0.33035417246485405
0,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,1,1,13,0,0.9590619595624216,-1.50659792079343,1.8101878598202,-1.315282256876414,-0.532109462751682
0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,3,0,-1.1603623355114465,0.801426882127777,-0.9254613770648553,0.39039453015767894,-0.8520902210539683
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,3,0,0,0,0,0,0,1,1,13,0,-1.1603623355114465,-1.4766667634068436,1.8101878598202,-1.3934552074794864,-0.9722346472256477
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,1,0,1,0,1,0,0,3,1,0.1031406096287441,-0.307688783252947,-0.9254613770648553,-0.10174429731326813,-0.1192467182902362
0,1,1,1,1,0,0,2,1,1,1,0,1,0,0,0,2,3,2,1,1,1,0,0,0,5,1,1.2851272357276322,0.7299246728153763,-0.42807060672211794,0.7479403821620896,1.3412789515067023
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,1,1,13,0,-0.059892028453861136,-1.4600383426365178,1.8101878598202,-1.2368627894306392,-0.7073743076865388
1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,1,1,13,1,1.407401714289586,-1.4899695000231044,1.8101878598202,-1.3278171118352113,-0.4516014481516031
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,2,0,-1.1603623355114465,-0.47064730680213884,-1.174156762236224,-0.9451184549872375,-0.9420386275030426
1,1,0,1,1,0,0,2,1,1,0,1,1,1,1,2,0,3,3,1,1,1,0,0,0,7,1,1.5296761928515399,1.6228708681818667,0.06932016362061937,1.62232313222542,2.3944561244175424
0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,3,0,1,0,1,0,1,0,0,4,0,-1.201120495032098,-0.3808538346423802,-0.6767659918934866,-0.39116548432205206,-0.925539998757602
1,1,0,1,1,1,1,2,1,0,0,0,0,1,1,0,0,3,3,1,1,1,0,0,0,4,1,0.8367874810004677,1.2321029800792127,-0.6767659918934866,1.4294179560698352,1.4392781594157844
0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,4,1,-1.2418786545527492,-0.17798710124440664,-0.6767659918934866,-0.5115188492167937,-0.9512143354684216
0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,3,2,2,0,1,1,0,0,0,5,1,-0.14140834749516376,0.7631815143560278,-0.42807060672211794,0.9258987764081605,0.14777520629840907
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,2,1,0,1,0,1,0,0,5,0,0.5922385238765598,-0.7633075123598713,-0.1793752215507493,-0.656672921673462,-0.18153565890136575
0,1,1,1,1,0,1,2,1,0,1,0,0,1,0,1,0,3,2,1,1,1,0,0,0,4,1,1.4481598738102373,0.6035486749609011,-0.6767659918934866,0.7625205371066031,1.4994496289579806
0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,6,1,-0.834297059346236,0.1662212087013351,-0.1793752215507493,0.17369549408764903,-0.639328492606746
0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,3,1,-0.9973296974288413,-0.2844089941744912,-0.9254613770648553,-0.4751308326197439,-0.8316654480348797
0,1,0,1,0,1,0,2,1,1,0,1,0,1,1,0,0,3,3,1,1,1,0,0,0,6,1,0.877545640521119,1.4865178178651957,-0.1793752215507493,1.707359550842627,1.6905293359389348
0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,2,1,3,2,0,1,1,0,0,0,4,1,1.4889180333308887,0.9078487750578615,-0.6767659918934866,1.0959529736863867,1.8501998887307076
0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,2,2,1,1,1,0,1,0,0,4,0,-0.2636828260571177,0.1545813141621073,-0.6767659918934866,0.24723194352601988,-0.21470937231465856
0,1,0,1,1,0,0,2,1,1,0,1,1,0,0,2,2,3,2,1,1,1,0,0,0,5,1,1.6111925118928425,1.0691444565300205,-0.42807060672211794,1.250972119609865,2.1251623298278544
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,3,1,0,1,0,1,0,0,7,0,1.5296761928515399,-0.2162324690161557,0.318015548791988,0.007740710159485098,0.8502903473977278
0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4,1,-1.2826368140734004,-0.473972990956204,-0.6767659918934866,-1.107554561076467,-0.9864614059700452
0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,2,0,1,1,0,0,0,5,0,-0.9158133783875386,0.8197181449751352,-0.42807060672211794,0.6335127930470946,-0.6280353135724336
0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,2,2,2,0,1,1,0,0,0,3,1,-0.18216650701581508,0.18451247154869374,-0.9254613770648553,0.3136484388769225,-0.12994435858641107
0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,-1.2826368140734004,0.16455836662430262,-0.9254613770648553,-0.7931620976779581,-0.9779915216943107
0,1,0,1,1,0,0,2,1,0,1,0,0,1,1,0,0,1,2,1,1,1,0,0,0,5,1,-0.46747362366037426,0.9793509843702618,-0.42807060672211794,0.9642054338803274,-0.14928833908073144
1,1,0,1,1,1,1,2,1,1,1,1,0,1,0,0,2,3,2,1,1,1,0,0,0,6,1,0.7552711619591651,0.9627225635999361,-0.1793752215507493,1.0560034299813617,1.0870500812928638
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,1,1,13,1,0.8367874810004677,-1.50659792079343,1.8101878598202,-1.3248516668551822,-0.5641582696596038
0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,3,2,0,1,1,0,0,0,5,1,0.8367874810004677,1.0342247729123368,-0.42807060672211794,1.1186036476367025,1.2131940088265216
0,1,0,1,1,1,1,2,1,0,1,1,0,1,1,0,0,1,3,1,1,1,0,0,0,6,1,-0.3451991450984203,1.2038346647696587,-0.1793752215507493,1.197073192494354,0.04633510790230973
0,1,0,1,1,0,0,2,0,1,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,7,1,1.5296761928515399,0.9959794051405875,0.06932016362061937,1.2276720294029957,2.0170169063801318
0,0,0,1,1,1,0,2,1,1,0,1,0,1,1,1,0,3,3,1,1,1,0,0,0,6,0,1.1628527571656782,1.4266555030920232,-0.1793752215507493,1.5088436058452985,1.8682866207778486
0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,5,0,-0.8750552188668873,-0.3409456247935984,-0.42807060672211794,-0.24993449490475284,-0.7362248510007589
0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,3,0,2,0,1,1,0,0,0,3,0,-1.2418786545527492,0.2144436289352797,-0.9254613770648553,-0.21404681353591265,-0.9391932757541632
0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,1,13,0,-0.304440985577769,-1.5082607628704625,1.8101878598202,-1.285785865447016,-0.7810225983028849
0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,3,2,1,1,1,0,1,0,0,2,0,0.34768956675265195,-0.2844089941744912,-1.174156762236224,-0.09279674394645801,0.03407142129473598
0,1,0,1,1,1,1,2,1,0,1,0,0,1,1,0,0,1,2,1,1,1,0,0,0,5,1,-0.5897481022223282,0.9926537209865225,-0.42807060672211794,0.9733133196135005,-0.26416114457037826
1,1,0,1,1,1,1,2,1,0,0,1,0,1,1,2,2,3,3,1,1,1,0,0,0,5,1,1.6111925118928425,1.3069308735456784,-0.42807060672211794,1.5137509230283537,2.3835599712086553
0,1,1,1,1,0,0,2,0,1,0,1,1,1,1,2,3,3,2,1,1,0,1,0,0,7,1,1.5704343523721913,0.8546378285928191,0.06932016362061937,0.9017234878814956,1.7435102266428775
0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,2,1,0,1,0,1,0,0,4,1,0.06238245010809279,-0.13475320724155992,-0.6767659918934866,-0.02538014576829565,-0.1079535392559238
0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,3,2,2,0,1,1,0,0,0,7,0,-0.14140834749516376,1.129006771303193,0.06932016362061937,1.1282343426960548,0.22954046934566727
